证据ID,候选ID,问题ID,采集轮次,来源阶段,POI名称,小红书帖子ID,标题,URL,帖子正文,命中名称,帖子类型候选,帖子类型审核,证据片段,证据审核状态,审核备注
EV-2C1ECF6BEE8015EF,POICAND-41F1D2CC1B7B9DCB,GYTRAVEL-HV-20260916-0153,1,20260916_贵阳高价值POI精确补采,兄弟毛肚(火炬大道店),68077c7e000000001c00c517,贵阳本地人爱去的店（上篇）,https://www.xiaohongshu.com/explore/68077c7e000000001c00c517?xsec_token_redacted=1&xsec_source=pc_dots,"感觉目前推网红店的很多，我推荐的部分都稍微有点偏，但是也是我经常去吃的[微笑R]
p1：干锅板筋：范丫头干锅板筋（在小耳朵清水烫旁边），美团去的，味道可以，有免费的冰粉绿豆汤
缺点：交通不是很方便，坐地铁得走一段路
p2：职人猪排：猪排和胜利鸡块好吃，读高中时朋友就推荐去的店
缺点：位置少，营业时间短
p3：开心花甲（恒峰步行街）：香辣味好吃，牛肉丸也好吃
缺点：闭店早，晚上20点左右就没了，花甲有时候会有沙
p4：云翔烤肉：他家烤的牛肉很好吃
缺点：肉类20串起烤
p5：小不点酸汤：酸汤味道好，蘸料好吃，高中读书开始吃的，情怀加分
缺点：卫生不是很到位，现在成网红店了，假期排队时间长，前几天去吃也涨价了（也可能是最近才开始标明的，之前没有标锅底费什么的）
p6：金孃铁板炸串：高中学校门口的店，性价比满分，味道也很好
缺点：好像没啥太大的问题
p7：社会牛肉粉：这家店是晚上开门，如果遇见排太长队可以选择旁边洋芋粑店随便点一点，喊老板去端
缺点：晚上开门
p8：豪晨留一手烤鱼（水岸广场）：我们楼下的店，这一团生意很好，味道也很不错
缺点：烤鱼烤制需要时间，饭店可能需要排队
p9：贵阳老式爆浆小豆腐（贵阳52路终点站国际城站），下车路边就是，以前河边就会挑这种小豆腐来卖，现在有烧烤一起，小豆腐价格也便宜三毛一片
缺点：路边临时摊位，有时候不一定摆摊。要来最好晚上十点左右来，摆摊较晚
p10：兄弟毛肚火锅（火炬大道店）：一定要点他们家的屠场毛肚，如果喜欢糟辣椒可以叫老板加一点，冻魔芋也很入味，吃的惯的还可以试试牛脊髓
缺点：有点偏，价格有点贵，没什么喝的，喜欢喝奶茶的需要自带
p11：周记满香苑牛肉粉：在甘荫塘附近，牛筋粉好吃
缺点：只有公交直达，去晚了可能会没有酸粉或者直接没有
p12炒菜类：贵阳特色炒菜我比较喜欢宫爆系列的（无肉不欢型），所以我也推荐宫爆味道相对还可以的。比如宫爆板筋，宫爆肚尖（这个得碰运气），宫爆腰花，宫爆脆肠，宫爆肉丁。我推荐两家常去的大家可以参考一下。①有滋有味小菜馆（青山小区）-宫爆肉丁
②杨姨妈（有两家挨着的），宫爆系列还行，他家我喜欢宫爆脆肠和肚尖，喜欢豆花的也别错过
③雅湘园
#贵阳美食[话题]# #贵阳本地人推荐[话题]# #贵阳探店[话题]#",兄弟毛肚火锅（火炬大道店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-B62E67E4D29365EB,POICAND-BDD23EE5046ABE39,GYTRAVEL-HV-20260916-0154,1,20260916_贵阳高价值POI精确补采,新天一烤大排档(乌当店),68db669c0000000003023a7f,贵阳32年宝藏老店！我家三代人都爱，乌当人的,https://www.xiaohongshu.com/explore/68db669c0000000003023a7f?xsec_token_redacted=1&xsec_source=pc_dots,"新天一烤，开了32年宝藏老店啦！做三代人爱的本土味，宴请贵客倍儿有面👍

菜品👇👇👇
🦴稻草排骨是镇店王炸，稻草的清香裹着排骨的油脂香，咬一口焦香入味，连骨头缝里都浸满了味😋；
🐟炝锅鱼鲜到上头，鱼肉外脆里嫩，麻辣劲儿刚好戳中味蕾🌶️；
🍞还有现烤的馒头片，外酥里软，刷上秘制酱料，比烧烤店的普通馒头好吃10倍💯

环境👇👇👇
店里环境也很有烟火气，木质桌椅搭配暖黄灯光，朋友聚餐、家庭宴请都很合适，随手拍都是生活感满满的照片📸
国庆来贵阳旅游，来尝尝这份开了32年的乌当美食

定位👇👇👇
📍：新天一烤·贵州菜·烧烤（乌当店）（地址：新添寨高新路7号大厅）

#贵州美食[话题]##乌当区美食[话题]##烧烤[话题]##国庆旅游[话题]##老牌美食店[话题]##老字号美食[话题]#",新天一烤·贵州菜·烧烤（乌当店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-88ADA03BCDED440A,POICAND-BDD23EE5046ABE39,GYTRAVEL-HV-20260916-0154,1,20260916_贵阳高价值POI精确补采,新天一烤大排档(乌当店),6a6b49cf0000000005028b4c,📍 新天一烤·贵州菜·烧烤（乌当店）,https://www.xiaohongshu.com/explore/6a6b49cf0000000005028b4c?xsec_token_redacted=1&xsec_source=pc_dots,"地址：乌当区新添寨高新路7号大厅
距3号线高新路站B口步行135米
1️⃣炝锅鱼
纯油炸偏辣
2️⃣稻草排骨
肉有点柴 但是很香
3️⃣宫保鸡丁
很贵阳口味
4️⃣炝炒脆哨洋芋丝
一看就是自己亲自切的土豆丝
5️⃣酸菜洋芋汤⭐️⭐️⭐️⭐️⭐️
汤酸酸的好喝
6️⃣白菜烩小豆
好鲜美 清淡～
#贵州菜[话题]# #贵阳美食[话题]# #贵阳旅游[话题]#",新天一烤·贵州菜·烧烤（乌当店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-59B8A1A4EF9FECE0,POICAND-565712A5F78B5D86,GYTRAVEL-HV-20260916-0116,1,20260916_贵阳高价值POI精确补采,贵阳东站,67c16a09000000001203fe98,贵阳东站直达市区（北京路地铁站）公交快线,https://www.xiaohongshu.com/explore/67c16a09000000001203fe98?xsec_token_redacted=1&xsec_source=pc_dots,"贵州东站可以坐公交车🚌💰2 RMB就到贵阳市区的地铁站，方便快捷。可以按照图示走。
1️⃣下了高铁按照出站的指引出站。（图一至图四都是出站图）
2️⃣刷身份证出站之后向左转就可以看到地上有路标指引，按照路标公共汽车的走，走到路标尽头就可以看到扶手电梯，上了扶手电梯之后掉头向后走就可以看到图九，就向左转往公交站台1-6走。
3️⃣转过来就可以看到图10，上楼梯，上完之后左边就是开往市区（北京路地铁站的公交车）。#贵阳旅游[话题]##贵阳旅行[话题]# #旅游[话题]# #旅游攻略[话题]# #贵阳交通攻略[话题]# #新年旅行第一站[话题]# #出行交通方式[话题]# #交通便利[话题]#",贵阳东站,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-CDFF2A170C796478,POICAND-565712A5F78B5D86,GYTRAVEL-HV-20260916-0116,1,20260916_贵阳高价值POI精确补采,贵阳东站,67f254b1000000000f032938,贵阳两天一夜citywalk懒人攻略,https://www.xiaohongshu.com/explore/67f254b1000000000f032938?xsec_token_redacted=1&xsec_source=pc_dots,"清明假期和朋友一起去了贵阳，去之前做了很多攻略其实都没太用上，很多时候都是随走随玩随吃，但是比打卡的几个点都去了，给大家一个小攻略，仅供参考。
day1:
1.第一天动车前往贵阳，每个站其实都差不太多，看自己时间合适随便选一个就行，离市区最近的是贵阳站，其次是贵阳北站有地铁，最远是贵阳东站没有地铁但是有直达公交（中间不停直达市区）。
我们到的是贵阳东站，出站跟着指示牌直接走路去坐公交车，比打车快还便宜。建议支付宝提前申请贵阳公交卡。
30min左右到市中心【北京路地铁站】，下车就可以在银海元隆广场买一杯贵阳特色饮品【去茶山】，建议提前点好，饮品等待时间约半小时。
如果时间晚的话，附近就是吃饭的好地方，离喷水池、大小十字也就一两个地铁站的距离，很方便。
喝完去茶山可以在附近吃饭，高分店铺很多，哪里人少去哪里。
2.从北京路地铁站坐地铁出发前往白宫，建议到达时间6:30之后，能看到夜景，拍到旁边有字幕的高楼，适合打卡。时间早的话可以去喷水池、大小十字、民生路美食街逛逛。都在一条线路附近。
3.一路走走吃吃第一天就过去了。

day2:
1.第二天起床吃个肠旺面，上午前往黔灵山公园，可以直接坐地铁到黔灵山公园站，市区的话打车也很近建议提前下车走过去，因为那边在修路，太堵车了。建议入园时间下午两点前，不然四点左右很多动物都下班了，看不到动物。
黔灵山公园游览时间约3-4小时，看个人体力。我们是到南大门，环线游览最后南大门出。大门附近就有很多小吃店，价格合理、品种多样，贵州特色小吃基本这里都有。
2.游览完黔灵山，去吃个辣子鸡，我们去的【榨油坊辣子鸡】，他的套餐很划算，三个人完全够吃。只有中午能用，晚上好像不能用。
吃完饭到贵阳到处都有的咖啡馆《灌木咖啡》休息了一会儿，也可以去贵阳很多特色的咖啡馆打卡，贵阳咖啡文化蛮cool的。
3..傍晚去吃贵厨的酸汤牛肉，假期建议一定要
在四点半之前去，我们五点到的，排队俩小时才吃到。dy或者大众都有套餐，团一个就行。
4.吃完晚饭去甲秀楼看夜景，沿着甲秀广场步行可前往青云市集，有很多卖文创的店，适合打卡买纪念品。

小建议:
1.提前看天气预报，穿防晒又保暖的衣服，穿舒适的鞋子，背小包即可。
2.对住宿要求高的尽量不要选花果园片区，建议选地铁站附近或高铁站附近，方便出行。
3.去黔灵山不要带吃的！猴子们挺有礼貌的，基本不会主动招惹人类，但是可能会抢食物。
#吃吃喝喝逛逛[话题]# #贵阳[话题]# #贵阳攻略[话题]#",贵阳东站,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-93C1EC112E04B45B,POICAND-565712A5F78B5D86,GYTRAVEL-HV-20260916-0116,1,20260916_贵阳高价值POI精确补采,贵阳东站,68371913000000000f039fcd,贵阳东站出站到网约车上车点最快路线,https://www.xiaohongshu.com/explore/68371913000000000f039fcd?xsec_token_redacted=1&xsec_source=pc_dots,"按照这个路线，出站出闸口后3分钟就能到西广场网约车上下客点，而且还是无障碍电梯。
如果到倾心酒店，也是在这条线路上。
全程不过室外，一滴雨也淋不到，一点太阳不晒[失望R]#交通出行便利[话题]# #贵阳东站网约车[话题]# #贵阳东站[话题]#",贵阳东站,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-BE2B81619D8CECFD,POICAND-565712A5F78B5D86,GYTRAVEL-HV-20260916-0116,1,20260916_贵阳高价值POI精确补采,贵阳东站,685102a2000000002301511d,有很多方法哦✔️,https://www.xiaohongshu.com/explore/685102a2000000002301511d?xsec_token_redacted=1&xsec_source=pc_dots,"贵阳东站比较偏僻，离贵阳火车站大概17公里。

一般有以下几种方式：
1️⃣出租车/网约车。
出站后跟着标识走，可以找到出租车和网约车的上车点。网约车好像是和滴滴合作了，应该也可以打其他平台的车。出租车可能要四五十，网约车就大概二三十。
2️⃣公交车🚌。
在网约车旁边有个公交车站。找到B272路，会发现旁边有一个牌牌上面写着终点站火车站🚉。这趟车到贵阳站大概30分钟，票价2r。
刷票的话直接支、付宝——出行——开通公交卡就好了。
3️⃣城际高铁🚄
12306上起始点输贵阳东，终点输贵阳火车站。S开头的就是。大概27分钟可以到，二等票6.5r。
城际的班次应该会有很多，晕车的话可以选择这个。

综合来看，城际是最好的选择。大家可以根据自己的实际情况来选择哦～

#贵阳旅游[话题]# #出行[话题]#",贵阳东站,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-EC8BF523C682C550,POICAND-565712A5F78B5D86,GYTRAVEL-HV-20260916-0116,1,20260916_贵阳高价值POI精确补采,贵阳东站,68915e7c00000000030268e9,贵阳东站太抽象了,https://www.xiaohongshu.com/explore/68915e7c00000000030268e9?xsec_token_redacted=1&xsec_source=pc_dots,"贵阳东站没地铁，晚上七点到站，网约车竟然打不到。打出租到市区花了40多。
打车到贵阳东站，下车地点离检票口几百米，候车室还没有部分县城的大，在省会城市中也是独一份了。
好处是物价还行，火车站牛肉粉15一碗，比市区贵一点，但也能接受。",贵阳东站,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-9CA8EEE3A5F8B54E,POICAND-565712A5F78B5D86,GYTRAVEL-HV-20260916-0116,1,20260916_贵阳高价值POI精确补采,贵阳东站,68a2c7a8000000001d02cfa2,关于我的贵阳东站换乘,https://www.xiaohongshu.com/explore/68a2c7a8000000001d02cfa2?xsec_token_redacted=1&xsec_source=pc_dots,"之前抢的早八贵阳东站的票，有点焦虑怕赶不上车，通过在小红书的学习，实操了一把，果然网上能学到好东西啊。
先把贵阳东的车改到上午十点四十，再抢了9点47的贵阳北到贵阳东的城铁，十分钟后9点57就可以到贵阳东。幸运的停了一站台，下车往出站口方向过个换乘的旋转门，一分钟不到就直接进候车大厅。观察了一下，每个站台都有蓝标“便捷换乘”，东站十个站台，哪怕是最远的站台，应该还是方便的。确实如北站工作人员说的东站很小的，只有两个检票口，大屏幕按顺序检票发车，有时间相近的车的话，就更加要要注意看大屏幕，听广播。预留了四十分钟换乘，但我的车提前检票了，所以真正坐候车大厅的时间大概是15分钟，通道排队5分钟，站台等15分钟[偷笑R]",贵阳东站,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-3D2343E2EC494D59,POICAND-565712A5F78B5D86,GYTRAVEL-HV-20260916-0116,1,20260916_贵阳高价值POI精确补采,贵阳东站,68a36dcb000000001d01bb3b,周末两日游——贵阳,https://www.xiaohongshu.com/explore/68a36dcb000000001d01bb3b?xsec_token_redacted=1&xsec_source=pc_dots,"1、交通：高铁，都说尽量买贵阳北，但旺季的贵阳北几乎秒空，只有贵阳东还能勉强抢到。贵阳东站很小，位置比较偏，没有地铁。我这次的做法是，上高铁的时候，就提前在高德上预约网约车，因为下了高铁走到网约车停车场大约要10分钟的路程，所以约定时间的时候尽量把时间留得宽裕一些。我看了下价格，从贵阳东到喷水池酒店，提前预约只比正常价格贵10多元，不但经济实惠，还省了很多现场难叫车的烦恼。我们回程是周日的下午5点多，可能运气比较好，并没有遇到网上说的那种大堵车，从喷水池到贵阳东全程畅通，20分钟就到了。
2、住宿：贵阳的酒店，不但贵，而且很多都是开了好多年的老酒店。喷水池周边的全季都比较老，看了好久，最后选择了这家汉庭（喷水池地铁站店），去年开业，设备很新，除了房间小，其他都还行，前台随时都放有饮料和冰粉、小汤圆、柠檬水，可以随便吃（P18）。个人体会：如果旅游主要以各大博物馆为主，可以优先考虑观山湖，新区环境和城建都不错，但距离老城区有点远，带老人小孩的，每天来回很折腾。如果想吃美食，逛文创，玩黔灵山，还是建议住老城区，贵阳现在人特别多，特别是在景区，打车都比较具体。
3、博物馆：在省博和地质博之间纠结了很久，最后选择了省博。一来是因为省博更能展示历史，二来是因为地质博跟重庆自然博物馆很类似。我们是大约下午1点半到的博物馆，没排队，人不算多，馆内很凉快，线路也很清晰，全程几乎都是单向，没走回头路。我们大约下午4点离开的博物馆，这时1楼已经密密麻麻全是人，进门处也排起了长队。虽然贵博的重量级文物不多，但因为错开了人流高峰，所以体验感还行（P2-3）。
4、美食：这次我们主要逛了两条街，青云市集和民生路。青云市集侧重逛，更偏向美食和文创综合性集市（P4-5）。民生路侧重吃，纯美食街（P6-7）。
酸汤：玉珍酸笋火锅，味道偏螺蛳粉，很有特色，好吃。生意很火爆，排队时间较长，可以提前在大众上排号（P8）。另外，玉珍门外有一家糯米冰浆，也不错，可以试试（P9）。
丝娃娃：丝恋，因为重庆也有连锁店，所以这次没有特别惊艳的感觉，但好吃还是好吃的（P10）。
烙锅：聚君缘，惊喜，很好吃！干湿两种沾料都不错，五花肉、小肠、爆浆豆腐必点，特别是小肠，有点小脆脆的口感，印象很深刻。（P11）
#贵阳旅游[话题]# #贵阳美食[话题]##黔灵山公园[话题]# #青云市集[话题]# #民生路[话题]#",贵阳东站,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
