行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,引用小红书帖子数,名称直接命中帖子数（非热度）,现库匹配状态,现库匹配记录,固定实体审核,最终处理结论,适合人群,主要到访/入住理由,证据样例标题,证据样例URL,重要口径
清莱府,餐饮美食,AMAZON COFFEE,AMAZON COFFEE(绵羊农场店),咖啡馆,郊区,69,2,疑似已存在,THXHSFINAL-1355:绵羊农场,固定实体候选,合并既有记录，不新增,适合拍照,门票100泰铢抵饮品、小绵羊温顺、蓝莓巴斯克强推,"清莱山上绵羊咖啡馆｜AMAZON COFFEE🐑
泰国🇹🇭清莱附近的绵羊咖啡","https://www.xiaohongshu.com/explore/6a8ae28b00000000250073c8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a2f7242000000001702e2d4?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,餐饮美食,Arabia Coffee,Arabia Coffee,咖啡馆,清莱市区,69,1,疑似已存在,THXHSFINAL-1649:Arabia Coffee,固定实体候选,合并既有记录，不新增,适合打卡,地下洞穴座位区、设计感强、烘焙区在上方,深藏地下的“洞穴”咖啡馆,https://www.xiaohongshu.com/explore/6a2d3fd4000000000e031401?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,餐饮美食,Breakfast Factory II x James Art Coffee,Breakfast Factory II,咖啡馆,清莱市区,69,1,疑似已存在,THXHSFINAL-1650:Breakfast Factory II x James Art Coffee,固定实体候选,合并既有记录，不新增,适合早餐,老木屋改造、Sourdough选择多、Matcha好喝,彻底爱上清莱这家木屋咖啡馆了！🌿☕️,https://www.xiaohongshu.com/explore/6a89a94e0000000037036b54?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,餐饮美食,Lalitta Café,Lalitta Cafe,咖啡馆,清莱市区,69,3,疑似已存在,THXHSFINAL-1374:Lalitta Café,固定实体候选,合并既有记录，不新增,适合拍照,瀑布+森林+神像、门票60泰铢可抵饮品、上午9:30-11:00光线好,"在清莱找到了梦境中的花园｜Lalitta Café
🧚‍♂️清萊森林咖啡廳，真的像走進奇幻世界
🧚‍♀️ 泰国清莱 真实版“绿野仙踪”","https://www.xiaohongshu.com/explore/69a94df8000000001a029df6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a3feed5000000000e021801?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a51cb6e000000000803ed11?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,购物商业,周末夜市,Walking Street Chiang Rai,周末夜市,巴士站附近,69,2,疑似已存在,THXHSFULL-0330:纳卡夜市；THXHSFULL-0384:Thepprasit Night Market,固定实体候选,合并既有记录，不新增,适合周六晚上,100B海盐烤鱼、60B烤鱿鱼、有免费表演,"泰国清莱 只在周六才开的超大夜市 有吃有玩
强烈安利我的泰北超值美食地图（个人向）","https://www.xiaohongshu.com/explore/65d56ecb000000000102a5b5?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6d3a15000000002701fb1c?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,交通服务,清莱巴士站,Bus Terminal 1,汽车站,市中心,69,2,疑似已存在,THXHSFINAL-0763:普吉汽车总站1,固定实体候选,合并既有记录，不新增,适合坐大巴去美斯乐/白庙,去白庙巴士写有white temple、去美斯乐50泰铢,"曼谷清莱一日✈️游极限逛白红蓝三庙
清莱如何去美斯乐","https://www.xiaohongshu.com/explore/691c7309000000001f004eff?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69d368a9000000001b023d55?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,康养SPA,Health Massage,Health Massage,按摩店,丽贝岛步行街,70,2,疑似已存在,THXHSFULL-0115:Salisa Spa / Health Massage,固定实体候选,合并既有记录，不新增,预算有限、追求性价比,350泰铢/小时、手法不错、但被吐槽临时换技师,"丽贝岛6天 不愿意醒的一场梦💙🪼
丽贝岛躺平日记","https://www.xiaohongshu.com/explore/6a3e8c2b0000000016026d46?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6945d163000000001e0052cd?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,康养SPA,SABYE Health Massage,,泰式按摩,,70,2,疑似已存在,THXHSFULL-0114:SABYE Health Massage,固定实体候选,合并既有记录，不新增,预算有限、追求性价比,350泰铢/小时、但被吐槽有擦边服务、手法一般,"丽贝岛6天 不愿意醒的一场梦💙🪼
丽贝岛的泰式按摩推荐两家","https://www.xiaohongshu.com/explore/6a3e8c2b0000000016026d46?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/690d549100000000070153c2?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,康养SPA,Triluck Massage,Triluck Health Massage,SPA,丽贝岛芭提雅沙滩,70,5,疑似已存在,THXHSFULL-0111:Triluck Health Massage,固定实体候选,合并既有记录，不新增,追求海景按摩、预算充足,Google评分4.9、沙滩露天、椰子油按摩、400-450泰铢/60分钟、需预约,"丽贝岛从夯到拉测评2.0
丽贝岛6天 不愿意醒的一场梦💙🪼
丽贝岛SPA天花板🌊4.9分沙滩露天按摩
丽贝岛躺平日记
丽贝岛｜按摩天花板","https://www.xiaohongshu.com/explore/69fb0721000000002301dd8a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a3e8c2b0000000016026d46?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69d3d16c000000002200247e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6945d163000000001e0052cd?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f5ce67000000003503313e?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,住宿酒店,阿基拉酒店,Akira Lipe Resort,度假村,丽贝岛日出沙滩,70,3,疑似已存在,THXHSFINAL-0866:阿基拉塔佩酒店,固定实体候选,合并既有记录，不新增,追求高端度假、预算充足,25年米其林、但被吐槽入住流程乱、沙滩晚餐氛围好,"丽贝岛（有）美食（吗）攻略🌚
丽贝岛｜按摩天花板
丽贝岛的泰式按摩推荐两家","https://www.xiaohongshu.com/explore/69a1add3000000002801f0bb?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f5ce67000000003503313e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/690d549100000000070153c2?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,餐饮美食,2459 Restaurant,2459 Restaurant,泰式与本地餐厅,老街,42,3,疑似已存在,THXHSFINAL-1558:2459 Restaurant,固定实体候选,合并既有记录，不新增,Thai Select认证餐厅,"价格合理味道不错份量刚好,环境OK座位有限","泰好吃｜合艾 宋卡府 带孩子吃什么？
🇹🇭｜合艾宋卡老街半日游🚗
🇲🇾🇹🇭合艾D3｜宋卡-树上cafe-站佛寺","https://www.xiaohongshu.com/explore/69e7974e000000002202b135?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68f8b97900000000040050d0?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6947b5cf000000001e0270a1?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,餐饮美食,TreeHouse Cafe Songkhla,TreeHouse Cafe Songkhla,咖啡馆,市区,42,1,疑似已存在,THXHSFINAL-1544:TreeHouse Cafe Songkhla,固定实体候选,合并既有记录，不新增,咖啡爱好者/拍照党,"依树而建,顶楼可看东南亚风景和水牛,热带度假风情,8am-9pm营业",🇲🇾🇹🇭合艾D3｜宋卡-树上cafe-站佛寺,https://www.xiaohongshu.com/explore/6947b5cf000000001e0270a1?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,购物商业,Central Festival Hatyai,Central Festival Hatyai,商场与购物中心,市区,42,0,疑似已存在,THXHSFINAL-1417:Central Festival Hatyai,固定实体候选,合并既有记录，不新增,购物/餐饮,"几乎都可支付宝微信付款,超级方便",,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,购物商业,Greenway Night Market,Greenway Night Market,夜市与市集,市区,42,5,疑似已存在,THXHSFINAL-1381:Greenway Night Market,固定实体候选,合并既有记录，不新增,年轻人/购物爱好者,"合艾最大最潮夜市,100+种泰式小吃,潮流服饰手工艺品,4pm-10pm营业(周二至周日)","🇹🇭 合艾按摩推荐Greenway这家真的很可以
泰国🇹🇭合艾自驾游攻略
🇹🇭 || 合艾超好买的夜市❕
🌙🇹🇭 合艾 – 夜市美食 & 购物天堂
合艾｜拒绝赶趟，别再把合艾当中转站","https://www.xiaohongshu.com/explore/6a81af6f0000000011022f48?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6919a9d3000000000d00cb4f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/65a530a0000000001e007d81?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67e77371000000001b026e24?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a55bb600000000016024a6c?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,购物商业,Kim Yong Market,ตลาดกิมหยง (Nescafe Street Cafe),本地市场,市区,42,3,疑似已存在,THXHSFINAL-1545:Kim Yong Market,固定实体候选,合并既有记录，不新增,早市爱好者,"啥都有,逛当地早市乐趣大于夜市","大马去合艾4天3夜行程
合艾｜拒绝赶趟，别再把合艾当中转站
🇹🇭泰国合艾五天三夜游","https://www.xiaohongshu.com/explore/6a338498000000000d00bc00?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a55bb600000000016024a6c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a258f720000000010001c01?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,购物商业,Lee Garden Night Market,Lee Garden Night Market ลีการ์เดนส์ ไนท์มาร์เก็ต,夜市与市集,市区,42,3,疑似已存在,THXHSFINAL-1412:Lee Garden Night Market,固定实体候选,合并既有记录，不新增,购物+美食,"食物价格便宜,马杀鸡一条街也在这","Greenway夜市闲逛，顺便晚餐在Food Court
合艾｜拒绝赶趟，别再把合艾当中转站
🇹🇭泰国合艾五天三夜游","https://www.xiaohongshu.com/explore/67ee68f4000000001c03c039?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a55bb600000000016024a6c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a258f720000000010001c01?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,景点观光,合艾市政公园,Hatyai Municipal Park,山顶公园,市区山顶,42,1,疑似已存在,THXHSFINAL-1547:Hatyai Municipal Park,固定实体候选,合并既有记录，不新增,全景俯瞰,"结合自然生态+宗教,山顶从上往下分成几站每站有庙供奉不同神灵,可眺望合艾市全景",🇲🇾🇹🇭合艾D3｜宋卡-树上cafe-站佛寺,https://www.xiaohongshu.com/explore/6947b5cf000000001e0270a1?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,景点观光,红磨坊,Hub Ho Hin (Red Rice Mill),历史建筑,湖畔,42,3,疑似已存在,THXHSFINAL-1415:Hub Ho Hin,固定实体候选,合并既有记录，不新增,拍照打卡,"宋卡世界遗产筹备处,最具标志视觉符号","泰国预备世界遗产地｜南洋秘境-宋卡老城
📍Songkhla Old Town｜宋卡老城 🇹🇭
大马留子|🇹🇭合艾➕宋卡4D3N自由行（自用版）","https://www.xiaohongshu.com/explore/6a896d8000000000380001fe?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a812bb8000000000c033c00?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6be9c40000000006007b44?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,景点观光,金祖寺,Wat Matchimawat,泰南寺院,市区,42,1,疑似已存在,THXHSFINAL-1551:Wat Matchimawat,固定实体候选,合并既有记录，不新增,文化爱好者,"建于大城府晚期约300年历史,古色古香满满中国元素",泰国预备世界遗产地｜南洋秘境-宋卡老城,https://www.xiaohongshu.com/explore/6a896d8000000000380001fe?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,景点观光,美人鱼雕像,Golden Mermaid Statue,地标雕塑,Samila Beach,42,4,疑似已存在,THXHSFINAL-1414:Golden Mermaid Statue,固定实体候选,合并既有记录，不新增,拍照打卡,"宋卡地标,35年后再次相遇的怀旧打卡点","🎨泰国南部宋卡｜漫步老城的色彩美学
泰国🇹🇭合艾Hatyai｜一座被低估的小城🌿
🇲🇾🇹🇭合艾D3｜宋卡-树上cafe-站佛寺
🇹🇭泰国合艾五天三夜游","https://www.xiaohongshu.com/explore/6a40efbd0000000006034624?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69d6a800000000002102d88a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6947b5cf000000001e0270a1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a258f720000000010001c01?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,景点观光,萨米拉海滩,Samila Beach,海滩,市区,42,9,疑似已存在,THXHSFINAL-1416:Samila Beach,固定实体候选,合并既有记录，不新增,海边休闲,"金色美人鱼雕像打卡热点,沙滩可骑马,海边有小摊卖纪念品和风筝","🇹🇭｜合艾宋卡老街半日游🚗
🎨泰国南部宋卡｜漫步老城的色彩美学
海丝一梦·宋卡·泰南篇
穷游第12天泰国（合艾-宋卡）暮色打卡
🇲🇾🇹🇭合艾D3｜宋卡-树上cafe-站佛寺","https://www.xiaohongshu.com/explore/68f8b97900000000040050d0?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a40efbd0000000006034624?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69b3ce92000000001f0056f8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66b1fe8b0000000005022d1b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6947b5cf000000001e0270a1?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
