帖子知识ID,关联问题ID,来源采集阶段,小红书帖子ID,标题,作者,发布日期,URL,帖子正文,正文状态,正文字符数,点赞数,采集时间,内容SHA256,重复来源记录数,重要口径
XHSPOST-6A578E7B0000000007013A65,GYTRAVEL-S3-T005,20260907_第三阶段_游客高频问题覆盖,6a578e7b0000000007013a65,理想i6暑假床车自驾Day1-南宁出发贵阳,米宝巴士,2026-07-15,https://www.xiaohongshu.com/explore/6a578e7b0000000007013a65?xsec_token_redacted=1&xsec_source=pc_dots,"暑假受不了隔壁装修每天8点被吵醒 所以又出发啦[大笑R]

凌晨12点多从南宁出发 3点多到侧岭服务区看了一场球 床车睡了一觉到天亮9点多继续出发 大概1点多能到贵阳

停车在贵阳万象城先喝了一杯种草了很久的裕莲茶楼 不错！晚上吃的白酸汤火锅 牛肉好绝 感觉肉嫩到无需咀嚼[哇R][哇R]

晚上停车在观山湖公园鉴湖路停车场 有充电桩 洗手间 热水 车位挺多 不过晚饭后7、8点的时候好像有很多人开车到这里停 在附近锻炼 所以这个时间段车位比较紧张 但总体停车位是很够的
女厕的洗手池水龙头有热水 水很热水量也还可以 晚上停车场也有灯 不算太黑 看到隔壁有一家人直接打开帐篷住下了

最后不得不表扬i6的大空间 居然容得下我这种极繁主义的所有行李！！[赞R][赞R][赞R]
#向全世界安利自驾[话题]# #开车去旅行[话题]# #旅游自驾游[话题]# #理想i6[话题]# #贵阳[话题]# #贵阳旅游[话题]# #纯电自驾[话题]# #理想露营模式[话题]#",完整,431,8,2026-09-07T03:06:01-07:00,8d58ad23f76d13aead1c00fc06c45573515ac0106092f713087d582704e6dd73,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A57A071000000000603440F,GYTRAVEL-S2-H006,20260904_第二阶段_餐饮住宿扩充,6a57a071000000000603440f,贵阳白云都溪林场避暑房🔥贵泷小院民宿,谷屿云宿·四季旅居民宿,2026-07-15,https://www.xiaohongshu.com/explore/6a57a071000000000603440f?xsec_token_redacted=1&xsec_source=pc_dots,"藏在森林边的清凉小院，夏天平均20多度，天然空调房不用遭热罪
▫️住宿：全新大床房/标间任选，全屋空调，独立干湿卫浴，打扫干净透亮
▫️遛娃加分：隔壁就是红久久草莓儿童乐园，下楼就能带娃放电
▫️吃饭无忧：一楼自带餐厅包间，特色鸭脚板火锅，可单点、可包吃住
▫️避暑价格透明无套路
包月包吃住：80元/人/天
单日短期包吃住：100元/人/天
单住客房、单独吃饭也能分开安排
房间库存充足，中老年避暑、亲子短住都合适，开窗就是山林蓝天白云，安静舒服～
📍地址：白云区都溪林场·贵泷小院民宿#贵阳民宿[话题]# #谷屿云宿[话题]# #民宿[话题]# #休闲度假好去处[话题]# #民宿推荐[话题]##白云区民宿[话题]#  #贵泷小院民宿[话题]# #贵阳旅游[话题]# #贵阳吃喝玩乐[话题]#",完整,348,2,2026-09-04T02:07:52-07:00,441e50cba7a681eb616d907fbc56d43496d9bbe83e627c338a76ca1dac73240d,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A57B0C1000000001C026599,GYTRAVEL-S2-H003；GYTRAVEL-S3-A002,20260904_第二阶段_餐饮住宿扩充；20260907_第三阶段_游客高频问题覆盖,6a57b0c1000000001c026599,浙江自驾贵阳,小爬xoxo,2026-07-16,https://www.xiaohongshu.com/explore/6a57b0c1000000001c026599?xsec_token_redacted=1&xsec_source=pc_dots,"Day 3,凯里开车将近三个小时到贵阳，住宿选择了观山湖区，全季观山湖阅山湖公园地铁站，服务很好，也很干净。（价格430，不推荐带娃的，房间有味道，只住一晚不准备续租）。
[派对R]下午四点多去了阅山湖城市无动力乐园，有秋千，滑梯，沙池，攀爬架等，真的很适合遛娃！顺着跑道骑滑板车，小朋友超开心！一直玩到晚上七点半。就在附近的阅山湖小院吃晚饭，新店环境好，砂锅鸡汤很清淡，适合浙江来的[笑哭R]，小朋友吃了很多！还有那个豆腐丸子加蘸水也不错，其他的就中规中矩吧。还是忍不住说一句:物价感人。[皱眉R]

（建议:如果自驾，最好把小朋友家里的挖沙和玩水玩具都拿过来，还有滑板车或者自行车，这边公园真的适合遛娃，只要不在太阳底下就很凉快[赞R]）
#贵阳避暑[话题]# #贵阳旅游[话题]# #贵阳美食[话题]# #贵州自驾游[话题]# #适合亲子旅游的地方[话题]# #随便走走的旅行[话题]# #带娃旅游搭子[话题]#",完整,409,13,2026-09-07T02:08:49-07:00,a354254bb7a897d783074f03c5eb4be572d66d7b708afd1295f02691c79760e3,2,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A5805E8000000001702ED0A,GYTRAVEL-S3-T002,20260907_第三阶段_游客高频问题覆盖,6a5805e8000000001702ed0a,贵阳站地铁b口免费寄存行李：请注意！,时水光,2026-07-16,https://www.xiaohongshu.com/explore/6a5805e8000000001702ed0a?xsec_token_redacted=1&xsec_source=pc_dots,"贵阳站地铁站免费寄存行李注意事项：
（凌晨来回奔波求告无门紧张又激烈的体验，
浪费100+还被迫姐妹分离的体验，
进不去火车站只能守候在共享充电宝等待             3小时的体验）

1.确保取出行李的时间为地铁营业时间内，否则只能放弃行李，改签或者等待第二天重新营业

2.改签后，若原站点不在新行程的起止范围内，那么无法进站（无论是刷身份证，刷身份码还是人工通道）

3.进站口正对面的便利店阿姨人超好，免费帮妹妹充手机电（附近没有共享充电宝），救我们于水火之中，
希望大家可以多多支持她[抱拳R][抱拳R][抱拳R]
#贵阳站[话题]##贵阳站地铁站[话题]# #贵阳旅游[话题]# #行李寄存[话题]##地铁[话题]# #共享充电宝[话题]#",完整,330,118,2026-09-07T02:36:58-07:00,ddacbc758a2b549b729720c58b4ce1e9a8650ab1d434495219e87efcc1e57012,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A581E43000000001102EF74,GYTRAVEL-S2-F002,20260904_第二阶段_餐饮住宿扩充,6a581e43000000001102ef74,青云市集二选一，我们选了这里,Hiccup,2026-07-16,https://www.xiaohongshu.com/explore/6a581e43000000001102ef74?xsec_token_redacted=1&xsec_source=pc_dots,"#青云市集[话题]# 逛累了，#野杜鹃[话题]# 和#树厨[话题]# 我们选了树厨。
这两家都是青云市集里一家店铺本地店员推荐的，她说两家都吃过，味道都不错，不过树厨便宜一点，但野杜鹃用餐环境会显得高级些。
树厨味道就中规中矩，也没给我多惊艳的#黔菜[话题]# 的味觉冲击，可能我们本就来自也能吃辣、美食又多的湖南吧。人均38，在一杯冰浆都逼近20的青云市集，这个价格很有性价比了倒是真的。
所以小伙伴们，我这算是踩雷了吗？吃过的没吃过的，要是你们，会选哪里呢？
#青云市集[话题]# #青云市集美食[话题]# #贵州菜[话题]# #贵州旅游[话题]# #贵州美食[话题]# #贵阳探店[话题]#",完整,298,36,2026-09-04T01:25:22-07:00,6f7998be7201288c0166e731c07cfa561fbf3ad821a8a82c7688645faf1ff46e,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A5835D2000000001302D51C,GYTRAVEL-S3-L001；GYTRAVEL-S3-S003,20260907_第三阶段_游客高频问题覆盖,6a5835d2000000001302d51c,贵阳第一站～直奔青云集市,菜菜同学你好呀,2026-07-16,https://www.xiaohongshu.com/explore/6a5835d2000000001302d51c?xsec_token_redacted=1&xsec_source=pc_dots,"📍南明区青云路83号
建议傍晚之后再来，天气凉爽舒适，整体烟火气拉满。集市里特色小吃、新潮文创一应俱全。这里地铁无法直达，高峰期打车容易拥堵。刚好碰上白酒品牌主题活动，尝到了专属特调饮品，口感很不错。到处人声鼎沸，热闹又有氛围，体验感很棒。",完整,120,45,2026-09-07T02:33:58-07:00,c3171b14d5e203fa51459aa3621b5350e90906c79aa3ed54c96896601b1ef97d,2,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A58444D000000000301CBC3,GYTRAVEL-S3-L001,20260907_第三阶段_游客高频问题覆盖,6a58444d000000000301cbc3,青岩古镇🏙,柠檬的吃喝玩乐,2026-07-16,https://www.xiaohongshu.com/explore/6a58444d000000000301cbc3?xsec_token_redacted=1&xsec_source=pc_dots,"🏙青岩古镇《寻枪》取景处背街
🏙古镇街区（主街、背街、城墙步道）
1️⃣古镇街区8:00–21:30（可夜游，商铺营业至21点左右）
2️⃣内部收费古迹景点（状元府、慈云寺、万寿宫、文昌阁等）8:10–17:40（17:40停止检票，18:00前清场）
3️⃣隐藏时段7:00前、17:30后，免大门票入园（仅街区+开放城墙可逛，室内展馆关闭）
🏙基础入城票：10r/人
含：古镇街巷、定广门城墙、背街、石牌坊等免费区域
🏙全域通票：60r/人
含：10r大门票+状元府、慈云寺、万寿宫（但门口写着免费,我也进去了）、赵公专祠、文昌阁、周恩来父亲曾居地等
🏙我的游玩路线，买的套票，状元故居＋四川会馆看节目
北门→赵以炯故居→张公馆→四川会馆→街区走走→万寿宫→背街（《寻枪》取景）→古镇城墙（靠近南门那一边爬到中间再返回）→南门
#贵阳[话题]# #青岩古镇[话题]# #古镇[话题]#",完整,394,23,2026-09-07T02:29:54-07:00,a6a5014170c99946d63b9f82acd5c43c94dc963cce1d2575e97b785a0abfd422,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A5859BD000000001101A1E9,GYTRAVEL-S3-F004,20260907_第三阶段_游客高频问题覆盖,6a5859bd000000001101a1e9,在花果园吃宵夜，吃这五家就够了，盲冲不踩雷。#贵州吃货团[话题]# #心动贵阳[,玩转贵州,2026-07-16,https://www.xiaohongshu.com/explore/6a5859bd000000001101a1e9?xsec_token_redacted=1&xsec_source=pc_dots,在花果园吃宵夜，吃这五家就够了，盲冲不踩雷。#贵州吃货团[话题]# #心动贵阳[话题]# #打卡美食之都贵阳[话题]# #贵阳市美食攻略[话题]# #到贵阳怎么吃[话题]#,完整,86,26,2026-09-07T02:23:38-07:00,a51807920fc612e6b237c8b055eea7b3db35f4b5101a62a600a5f86b34f64943,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A5885B4000000000A038950,GYTRAVEL-S3-H004,20260907_第三阶段_游客高频问题覆盖,6a5885b4000000000a038950,在贵阳！喷水池！131块俩人很曼妙~,小锅包,2026-07-16,https://www.xiaohongshu.com/explore/6a5885b4000000000a038950?xsec_token_redacted=1&xsec_source=pc_dots,"谁懂啊！贵阳平价宝藏酒店挖到了😭
近贵阳北站 + 喷水池,双人一晚才 131,学生党穷游闭眼冲
-
步行逛观山湖景点，离北站超近，高铁出行超方便 楼下共享单车随处有，骑车逛老城超舒服 楼下就是小吃街，深夜夜宵随便炫
-
全屋干干净净，家电设施齐全 全景落地窗无遮挡，城市高楼 + 远山同框，随手拍城市大片
-
#贵阳民宿推荐[话题]# #高性价比酒店[话题]# #贵阳地铁口住宿[话题]# #闺蜜旅行日记[话题]# #白宫夜景打卡[话题]# #贵阳深度游[话题]# #治愈系空间[话题]# #学生党福音[话题]# #情侣约会酒店[话题]# #贵阳躺平攻略[话题]##带娃旅行[话题]##暑假[话题]##暑假去哪儿[话题]#",完整,311,151,2026-09-07T02:27:16-07:00,2135cd3bcb007ced03fc353cc685ed94bda45a5296068b222facbe84d04b7c9c,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A588C65000000000903595E,GYTRAVEL-S2-F010,20260904_第二阶段_餐饮住宿扩充,6a588c65000000000903595e,贵阳避暑美食篇！外地朋友看过来！🗺️,贵州美食品鉴官,2026-07-16,https://www.xiaohongshu.com/explore/6a588c65000000000903595e?xsec_token_redacted=1&xsec_source=pc_dots,"来贵阳想吃最地道的“贵州味”？这10种本土特色正餐和对应的宝藏门店，才是贵阳美食的灵魂所在。

1️⃣凯里酸汤鱼：老凯里酸汤鱼 🐟
📍坐标：省府路店/青云路店
理由：非遗文化代表。红酸汤醇厚浓郁，现杀江团鱼鲜嫩爽滑。用餐期间还有苗族歌舞表演，仪式感拉满。
2️⃣ 辣子鸡：龙大哥辣子鸡 🐔
📍坐标：多家分店
理由：贵阳辣子鸡的“天花板”。鸡肉块大肉厚，糍粑辣椒炒得焦香入味，软糯中带点嚼劲，拌面更是一绝。
3️⃣ 精致黔菜：黔上黔精品贵州菜 🌿
📍坐标：观山湖区阿云朵仓
必点：野果酸汤火锅、木姜子脆皮小刀鸭、贵阳烤鸡。
理由：环境是高级民族风，拍照极出片。将地道黔味做出精致感
4️⃣ 豆米火锅：新大新豆米火锅 🥔
📍坐标：多家分店
理由：老字号品牌。红豆汤底绵密醇厚，配上软哨和野菜，口感丰富又解腻，老少皆宜的稳妥选择。
5️⃣ 丝娃娃（正餐版）：丝恋红汤丝娃娃 🥬
📍坐标：多家商场店
理由：把小吃做成精致正餐的代表。薄饼包裹十几种素菜，淋上秘制酸汤，清爽解腻，环境现代舒适。
6️⃣ 烤鱼：留一手特色烤鱼 🐟
📍坐标：青云路周记留一手
理由：贵阳夜宵界的常青树。炭火烤制的鱼外焦里嫩，配上大量的洋葱、魔芋和芹菜，香辣过瘾，氛围感极强。
7️⃣山野味黔菜：黔与黔寻 🏺
📍坐标：阿云朵仓
理由：主打砂锅烧椒系列。烧椒牛肉、烧椒鱼头焦香入味，环境静谧高级，适合情侣约会或安静聊天。
8️⃣ 复古大排档：黔大叔 🥘
📍坐标：甲秀楼
理由：性价比极高的复古风餐厅。糟辣鱼和黔北双椒鸡锅气十足，分量实在，适合朋友热闹聚餐。
9️⃣ 地摊火锅：黔老锅地摊火锅 🥘
📍坐标：云岩区/观山湖区
理由：烟火气十足。现炒底料，猪油渣爆香，配上鲜切牛肉和内脏。价格实惠，吃得就是那份热闹和自在。
🔟 干锅板筋：一绝干锅板筋 🌶️
📍坐标：南明区/云岩区
理由：贵阳下酒菜王者。板筋脆嫩有嚼劲，配洋葱芹菜干煸，香辣入味。一道菜足以撑起一顿正餐，拌饭神器！
#贵阳美食[话题]# #贵阳旅游[话题]# #贵阳正餐[话题]# #黔上黔[话题]# #阿云朵仓[话题]# #贵州火锅[话题]# #贵阳探店[话题]# #我的私藏餐厅[话题]#",完整,908,1,2026-09-04T01:39:32-07:00,8bfc7523a9381c2a3726924d6a048b61b63aa30317514ee215fa7eeb488d8f39,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6A58B4970000000001033672,GYTRAVEL-S2-F009,20260904_第二阶段_餐饮住宿扩充,6a58b4970000000001033672,贵阳“小洱海”红枫湖畔法式湖景咖啡,山野执镜,2026-07-16,https://www.xiaohongshu.com/explore/6a58b4970000000001033672?xsec_token_redacted=1&xsec_source=pc_dots,"藏在红枫湖边的十里湖光美学咖啡馆，凭法式浪漫与无敌湖景，成了贵阳超火的打卡地。
📸 绝美湖景·法式建筑
奶白色独栋小楼直面红枫湖，视野开阔无遮挡 。
一楼超大落地窗，光影通透
二楼露天露台配白色纱幔，风动氛围感拉满
随手一拍，都是南法度假电影感。
🌅 黄金拍照时间（必记）
15:00–17:00：阳光柔和，湖水清透湛蓝，元气夏日感拉满
日落时分（约19:00）：夕阳洒进窗，湖面染成橘子海，出片率100%
蓝调时刻（日落后30分钟）：天空变蓝紫，店内暖灯亮起，冷暖交织超浪漫
20:00左右：对岸小岛偶有烟花，可拍湖景+落日+烟花同框
🍕 美食与周边玩法
店内餐食：咖啡、果饮、甜品，还有现烤披萨、意面，颜值与味道在线
周边餐饮：隔壁开了十多年的农家乐，烧烤、农家菜、柴火鸡齐全，人均自助烧烤70+
湖边活动：可体验垂钓、桨板、快艇，一站式玩遍湖景
📍 实用信息
地址：贵阳市清镇市红枫湖镇大冲村
导航：直接搜「十里湖光美学咖啡馆」，门口免费停车
营业时间：10:00–20:00
交通：建议自驾，从清镇市区出发约30–40分钟
#湖边咖啡店[话题]# #十[话题]#里湖光美学咖啡#咖啡店[话题]# #贵阳咖啡[话题]#",完整,512,4,2026-09-04T02:02:17-07:00,ef04a2b0fbe237e282f07bd151c00345b6a055d978160e58f5f2f8adf1e0bdac,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
